"연월일","10대이하 남자","10대이하 여자","20대 남자","20대 여자","30대 남자","30대 여자","40대 남자","40대 여자","50대 남자","50대 여자","60대이상 남자","60대이상 여자"
"20201003","16","42","132","263","212","447","257","544","133","261","88","108"
"20201002","22","36","91","248","199","367","337","414","197","214","79","120"
"20201001","30","27","100","312","259","375","316","486","183","201","135","144"
"20200930","17","27","108","294","202","469","316","450","152","185","103","113"
"20200929","34","55","191","460","372","801","542","1068","320","467","167","197"
"20200928","60","60","231","746","723","1574","1130","2087","604","868","422","329"
"20200927","28","34","117","197","156","387","305","489","137","176","101","90"
"20200926","39","41","120","241","220","565","355","621","131","209","82","109"
"20200925","49","29","136","303","339","646","400","809","173","362","160","139"
"20200924","63","75","265","591","925","1826","1640","2788","1008","1117","581","394"
"20200923","51","45","174","371","439","832","498","1107","261","401","130","152"
"20200922","73","54","121","300","412","891","578","1228","267","585","251","201"
"20200921","100","82","353","968","1215","2703","2121","3631","1037","1196","484","432"
"20200920","24","36","85","195","208","363","352","502","154","229","94","96"
"20200919","30","37","122","226","274","568","458","793","232","343","134","160"
"20200918","41","73","203","558","703","1660","1257","2465","713","1015","441","410"
"20200917","36","42","171","476","563","1471","1227","2324","822","1126","501","455"
"20200916","42","58","73","297","258","603","382","937","224","388","142","154"
"20200915","25","32","125","302","314","785","466","929","266","416","190","205"
"20200914","73","126","504","898","1251","2350","1943","3345","981","1393","522","545"
"20200913","19","25","97","185","215","409","280","444","124","210","91","130"
"20200912","16","44","121","202","225","514","442","679","238","354","163","169"
"20200911","58","63","287","634","841","1708","1288","2485","804","1047","476","456"
"20200910","36","21","127","194","308","548","312","710","165","292","94","138"
"20200909","16","41","113","323","254","606","377","843","235","412","220","194"
"20200908","59","75","178","460","584","1351","1195","2387","735","1036","402","415"
"20200907","9","24","83","225","109","363","220","452","107","172","77","57"
"20200906","23","26","63","180","156","338","277","334","100","149","70","70"
"20200905","27","38","92","208","215","366","303","490","118","151","65","81"
"20200904","18","26","109","260","202","456","288","580","105","225","92","48"
"20200903","18","36","88","298","185","533","314","636","143","223","79","96"
"20200902","18","27","72","250","237","484","290","644","134","241","64","97"
"20200901","34","35","109","240","290","603","298","705","125","275","75","120"
"20200831","27","52","100","250","208","406","234","551","156","176","104","70"
"20200830","18","22","122","206","152","326","224","396","97","149","68","72"
"20200829","21","32","147","200","203","456","271","596","115","165","63","76"
"20200828","33","84","126","265","243","519","334","643","155","218","87","77"
"20200827","41","44","84","246","163","486","289","710","128","246","71","79"
"20200826","12","44","112","275","240","593","267","712","148","241","93","81"
"20200825","21","51","109","257","215","594","304","702","120","213","65","84"
"20200824","31","43","157","310","285","725","479","1146","254","427","139","150"
"20200823","22","23","70","157","179","329","245","415","119","192","54","96"
"20200822","21","29","99","210","201","446","312","599","104","192","69","72"
"20200821","34","48","91","218","217","553","315","764","147","221","90","146"
"20200820","29","42","98","275","247","736","362","821","162","323","95","161"
"20200819","27","76","95","347","258","861","489","1079","324","519","159","231"
"20200818","107","76","206","565","596","1711","1350","2815","740","1189","426","446"
"20200817","51","48","101","284","205","560","290","682","159","264","75","90"
"20200816","52","48","150","351","380","706","471","935","262","308","139","116"
"20200815","34","52","90","246","218","552","364","648","155","246","96","94"
"20200814","70","120","219","485","364","968","487","1185","308","377","143","105"
"20200813","77","170","215","492","387","1074","472","1275","286","348","129","124"
"20200812","85","106","250","556","384","1155","538","1349","311","391","138","117"
"20200811","57","143","220","539","349","1179","468","1332","244","416","148","111"
"20200810","47","66","161","361","318","756","429","922","209","300","125","155"
"20200809","65","90","187","402","365","735","609","845","303","494","116","174"
"20200808","91","147","256","499","535","960","743","1138","395","373","165","269"
"20200807","115","159","405","950","1040","2488","2192","3742","1392","1753","842","767"
"20200806","76","117","352","609","734","1698","1416","2495","785","969","459","385"
"20200805","60","85","209","447","336","978","487","1062","281","388","106","92"
"20200804","51","93","249","495","336","894","550","1124","231","304","158","114"
"20200803","36","53","136","421","273","607","457","737","182","309","117","110"
"20200802","47","47","186","342","306","667","522","698","257","198","125","107"
"20200801","47","53","217","416","434","833","624","943","268","291","110","151"
"20200731","35","78","236","428","375","928","475","1076","225","280","110","132"
"20200730","58","34","215","423","315","923","470","1042","276","332","164","124"
"20200729","42","69","170","356","257","766","434","949","198","381","111","114"
"20200728","33","54","310","383","400","941","465","1184","173","293","116","99"
"20200727","43","34","94","283","229","629","346","734","157","257","128","116"
"20200726","39","49","154","265","291","507","411","686","239","199","112","100"
"20200725","42","62","134","309","260","555","477","659","211","260","120","120"
"20200724","47","37","185","381","475","1025","856","1587","559","772","356","326"
"20200723","23","27","81","221","197","464","224","519","114","168","81","128"
"20200722","23","30","86","240","191","564","274","614","172","257","76","84"
"20200721","22","27","97","231","184","562","302","745","148","236","83","96"
"20200720","18","12","125","215","163","473","227","491","136","171","101","104"
"20200719","20","23","97","222","169","348","273","409","143","222","81","79"
"20200718","27","38","100","317","275","540","444","682","211","290","144","102"
"20200717","40","53","235","607","426","1100","761","1331","363","539","225","209"
"20200716","18","46","192","470","588","1298","940","1616","510","647","311","340"
"20200715","24","32","88","283","220","517","305","630","164","284","98","129"
"20200714","34","50","209","557","527","1302","916","1802","509","659","296","317"
"20200713","11","14","60","171","134","307","175","417","95","161","45","44"
"20200712","16","24","50","175","113","250","163","275","59","103","43","47"
"20200711","21","22","54","172","138","327","230","388","94","138","45","57"
"20200710","9","22","58","177","120","350","191","436","79","161","47","55"
"20200709","15","26","84","189","140","359","201","398","98","140","51","86"
"20200708","12","19","57","182","124","371","192","470","99","154","58","82"
"20200707","15","28","74","242","166","413","223","508","134","216","90","116"
"20200706","35","34","213","509","541","1163","894","1515","501","677","278","254"
"20200705","23","15","45","130","101","258","163","250","85","103","35","74"
"20200704","13","15","60","150","127","290","198","332","88","151","62","68"
"20200703","25","20","79","160","151","382","169","438","119","144","60","80"
"20200702","25","17","93","187","173","451","253","628","136","203","85","120"
"20200701","61","132","488","1374","1308","2822","1939","3511","982","1305","549","550"
"20200630","13","22","61","162","116","260","158","357","91","112","43","52"
"20200629","5","20","62","114","125","252","132","313","77","152","38","62"
"20200628","13","16","59","127","102","210","121","259","56","103","36","43"
"20200627","17","15","50","144","126","250","158","313","61","115","48","62"
"20200626","4","23","58","129","108","266","138","295","52","116","57","50"
"20200625","10","20","55","135","119","272","132","368","68","135","60","64"
"20200624","9","10","56","120","127","281","152","330","61","113","41","55"
"20200623","17","24","65","175","147","440","262","602","132","231","62","103"
"20200622","11","16","49","123","70","265","122","264","48","114","36","47"
"20200621","4","17","46","104","91","189","123","239","67","97","35","41"
"20200620","6","22","52","95","123","259","142","298","73","85","33","57"
"20200619","17","22","37","126","111","285","156","357","72","146","57","46"
"20200618","20","23","34","121","81","287","133","328","63","119","57","53"
"20200617","11","19","61","133","102","307","147","326","95","133","56","69"
"20200616","9","18","46","129","105","277","148","365","61","116","57","73"
"20200615","7","23","49","123","87","265","135","317","93","115","72","67"
"20200614","10","19","44","108","97","232","137","242","85","113","47","73"
"20200613","8","11","41","96","87","239","171","281","100","148","59","86"
"20200612","28","39","110","262","352","718","671","1226","479","622","304","312"
"20200611","16","25","46","114","99","267","134","345","77","118","47","57"
"20200610","15","12","44","98","117","293","118","343","63","154","66","66"
"20200609","7","15","51","157","108","316","141","317","75","134","45","71"
"20200608","11","17","33","143","113","248","143","307","87","137","36","34"
"20200607","10","14","50","134","111","220","150","272","66","101","58","51"
"20200606","16","16","42","128","108","236","173","249","70","105","36","64"
"20200605","8","28","45","126","107","263","189","363","93","140","78","63"
"20200604","21","20","40","133","107","315","163","363","103","132","43","78"
"20200603","17","18","50","138","165","346","211","400","90","159","60","84"
"20200602","16","33","53","158","157","379","226","431","129","208","83","107"
"20200601","37","98","267","880","751","1877","1185","2382","627","913","312","417"
"20200531","14","20","44","123","123","240","189","298","92","129","83","86"
"20200530","11","13","51","145","162","300","259","432","147","218","87","150"
"20200529","32","65","294","747","1024","1852","1660","3031","1086","1368","593","643"
"20200528","19","35","59","190","160","418","205","536","130","201","62","67"
"20200527","26","41","75","194","179","415","186","587","92","218","78","67"
"20200526","16","42","73","208","166","482","246","609","155","210","95","74"
"20200525","14","30","70","150","169","363","208","438","147","188","63","104"
"20200524","27","39","87","247","228","593","459","795","228","269","117","127"
"20200523","24","35","69","189","207","427","319","624","179","251","99","117"
"20200522","30","62","156","399","533","1217","943","1778","537","718","247","336"
"20200521","16","24","83","196","173","483","214","554","111","172","73","65"
"20200520","23","28","105","198","151","423","227","566","132","166","40","65"
"20200519","21","35","69","182","187","421","263","604","105","178","62","67"
"20200518","12","18","69","147","101","247","199","372","121","121","60","70"
"20200517","11","25","55","151","184","326","205","465","124","153","52","80"
"20200516","22","25","81","172","173","347","225","371","89","114","52","80"
"20200515","19","47","69","170","152","380","187","505","139","190","82","88"
"20200514","20","42","84","224","190","468","239","714","184","227","145","140"
"20200513","40","56","181","394","460","1091","900","1598","659","790","287","382"
"20200512","22","62","87","190","149","446","250","551","117","178","48","69"
"20200511","19","43","64","175","132","335","221","393","127","168","41","73"
"20200510","16","33","55","191","120","366","255","443","111","152","55","55"
"20200509","28","39","93","181","189","419","260","493","144","164","49","70"
"20200508","16","40","78","203","138","394","181","471","125","171","70","89"
"20200507","19","23","79","190","128","365","264","483","113","190","71","101"
"20200506","12","36","69","212","162","460","257","570","151","268","101","132"
"20200505","14","31","59","233","205","441","350","753","221","311","144","229"
"20200504","76","154","563","1500","1469","3219","2544","4510","1429","1859","699","827"
"20200503","7","19","51","135","124","297","160","334","91","150","51","53"
"20200502","5","15","60","144","106","266","159","333","90","139","48","68"
"20200501","18","18","76","193","174","337","200","427","122","151","79","84"
"20200430","14","18","58","154","123","294","183","332","91","147","46","76"
"20200429","12","34","39","191","153","359","181","471","113","184","39","83"
"20200428","19","34","53","214","115","371","200","452","115","168","59","64"
"20200427","12","28","52","173","137","324","202","414","105","162","58","63"
"20200426","9","20","39","169","156","356","249","407","101","141","68","56"
"20200425","12","18","64","151","133","332","221","344","114","160","56","57"
"20200424","14","29","69","223","139","373","186","456","96","155","72","62"
"20200423","28","46","91","364","240","670","381","865","180","379","117","136"
"20200422","22","29","47","189","138","385","216","578","113","178","81","70"
"20200421","20","25","65","202","130","383","187","540","136","172","66","79"
"20200420","16","43","36","214","140","389","225","543","123","316","69","106"
"20200419","16","45","53","174","117","280","197","417","114","174","60","85"
"20200418","32","50","60","184","143","438","240","579","158","191","97","105"
"20200417","32","105","105","408","316","1089","515","1486","325","461","156","149"
"20200416","10","37","54","160","104","345","162","394","69","148","51","60"
"20200415","7","28","41","134","104","253","155","344","86","152","50","56"
"20200414","9","37","46","174","133","299","193","455","84","175","81","83"
"20200413","20","24","39","141","132","313","192","429","106","177","83","85"
"20200412","17","32","50","140","105","250","132","281","106","123","51","77"
"20200411","19","19","72","178","136","341","195","430","123","206","89","124"
"20200410","48","71","224","702","604","1624","1049","2218","594","859","330","344"
"20200409","10","30","49","172","109","355","172","441","80","167","39","58"
"20200408","16","33","47","216","144","368","184","483","99","170","43","68"
"20200407","12","32","66","201","120","402","185","508","104","172","81","101"
"20200406","11","34","51","182","135","442","209","633","106","188","67","77"
"20200405","18","19","58","167","112","291","184","319","104","113","54","80"
"20200404","15","26","69","159","138","352","202","424","83","144","65","73"
"20200403","35","46","60","233","170","420","229","476","133","209","71","120"
"20200402","20","43","76","283","192","515","302","646","151","244","98","147"
"20200401","83","160","428","1458","1162","2902","1811","3660","886","1215","438","466"
"20200331","17","40","81","287","234","523","408","620","283","237","139","125"
"20200330","19","48","79","254","175","441","329","490","216","197","101","99"
"20200329","15","23","60","135","113","231","156","315","99","150","59","55"
"20200328","14","32","74","183","128","320","198","428","161","191","61","110"
"20200327","34","62","190","601","565","1327","1055","2006","669","800","344","375"
"20200326","25","21","66","200","130","307","156","360","101","139","51","64"
"20200325","12","27","66","159","126","331","150","429","75","142","48","64"
"20200324","9","34","97","295","240","630","311","824","187","297","73","137"
"20200323","19","33","68","144","116","336","145","348","79","124","56","77"
"20200322","17","17","51","150","106","227","154","262","87","119","35","53"
"20200321","21","33","63","146","140","309","129","304","92","103","46","47"
"20200320","28","26","81","209","135","298","184","421","81","177","72","81"
"20200319","20","33","78","188","184","497","270","663","194","296","115","148"
"20200318","30","74","193","568","575","1395","1014","1911","616","882","331","399"
"20200317","12","29","61","118","104","285","168","389","50","118","37","53"
"20200316","14","32","45","154","90","263","125","292","77","118","40","72"
"20200315","11","28","58","139","93","186","129","221","65","85","37","61"
"20200314","14","19","66","154","110","213","123","256","74","79","49","89"
"20200313","13","19","43","153","88","227","113","243","76","117","69","96"
"20200312","15","24","81","131","84","221","139","280","75","118","56","80"
"20200311","17","23","63","173","106","267","145","310","92","146","63","105"
"20200310","21","39","86","251","169","460","292","595","160","296","123","175"
"20200309","80","207","496","1566","1210","2986","1609","3516","739","1247","345","461"
"20200308","10","10","79","154","119","214","158","206","95","119","33","73"
"20200307","9","22","83","200","151","284","154","250","67","123","58","87"
"20200306","9","25","68","168","113","254","127","284","118","155","73","77"
"20200305","13","29","82","171","141","300","195","402","130","228","133","130"
"20200304","23","60","235","574","588","1289","990","1793","672","1015","382","565"
"20200303","103","166","695","1548","1804","3501","3027","5173","1675","2430","806","1094"
"20200302","7","22","83","181","147","275","173","328","86","145","53","67"
"20200301","14","19","90","235","168","293","156","257","81","118","51","65"
"20200229","10","18","77","179","111","259","154","167","45","90","53","53"
"20200228","13","12","63","161","92","247","133","260","92","124","52","70"
"20200227","13","20","59","199","145","298","176","356","82","161","52","73"
"20200226","11","25","75","123","142","253","121","305","95","153","48","83"
"20200225","11","24","75","152","120","289","159","320","91","137","57","94"
"20200224","17","29","64","164","140","326","163","356","113","139","78","102"
"20200223","27","43","97","244","176","370","248","363","112","177","84","100"
"20200222","28","53","130","340","254","582","432","717","180","297","115","150"
"20200221","27","47","166","303","328","776","546","976","326","551","212","299"
"20200220","64","67","291","552","534","1271","834","1686","568","939","425","529"
"20200219","58","86","352","751","817","1873","1292","2360","748","1205","469","524"
"20200218","55","79","193","445","259","779","353","783","146","236","103","88"
"20200217","27","44","149","324","199","519","225","593","118","211","62","85"
"20200216","29","57","170","379","217","450","251","365","123","155","62","64"
"20200215","22","69","150","422","256","587","326","511","141","206","48","88"
"20200214","26","67","142","426","224","656","260","641","136","241","70","92"
"20200213","31","50","166","385","204","657","245","628","120","273","90","63"
"20200212","27","62","193","357","232","584","234","633","130","239","80","97"
"20200211","36","72","168","447","232","685","259","662","145","266","102","74"
"20200210","16","39","111","291","190","490","215","493","111","194","57","67"
"20200209","18","45","144","314","264","474","322","409","138","151","54","34"
"20200208","31","41","190","361","224","446","305","478","129","189","55","40"
"20200207","29","44","181","366","241","620","301","669","147","202","81","67"
"20200206","40","61","217","346","276","636","281","595","170","216","95","72"
"20200205","41","76","203","411","278","682","317","700","129","216","89","73"
"20200204","24","70","195","392","262","851","348","807","169","291","98","112"
"20200203","36","34","185","357","317","691","311","747","129","295","126","93"
"20200202","37","54","161","349","332","567","421","555","147","198","74","69"
"20200201","46","74","187","416","398","764","497","760","221","203","82","129"
"20200131","36","97","196","412","331","803","360","848","168","278","120","95"
"20200130","38","91","219","465","357","882","379","911","181","340","142","118"
"20200129","38","77","233","459","349","941","440","996","153","346","119","140"
"20200128","44","102","240","469","422","1114","495","1130","267","396","123","139"
"20200127","29","48","115","324","257","588","416","642","154","270","85","124"
"20200126","22","35","113","324","263","445","266","504","164","241","82","122"
"20200125","25","39","115","307","214","375","259","396","174","233","118","124"
"20200124","38","57","198","517","362","800","485","909","292","471","152","182"
"20200123","108","159","535","1088","1249","2599","1994","3145","1048","1417","582","681"
"20200122","86","173","520","1031","1269","2733","1918","3492","1025","1376","463","551"
"20200121","58","74","241","480","323","993","345","991","165","285","142","102"
"20200120","29","51","163","316","254","742","331","787","175","243","96","91"
"20200119","43","73","141","359","316","715","507","679","205","203","59","67"
"20200118","57","64","166","429","383","895","524","824","197","229","73","84"
"20200117","49","84","223","518","346","973","395","949","196","287","129","109"
"20200116","45","108","253","494","345","1007","415","1059","169","346","92","107"
"20200115","62","95","266","478","327","1038","419","1019","186","341","115","119"
"20200114","61","101","224","505","318","1020","377","904","154","265","107","119"
"20200113","36","44","161","381","256","786","361","761","140","262","84","85"
"20200112","43","77","188","352","364","718","469","791","189","214","60","80"
"20200111","70","99","208","399","424","885","515","843","210","214","93","93"
"20200110","36","100","247","459","347","1023","396","950","155","351","100","110"
"20200109","76","80","218","538","352","1011","389","995","176","315","99","129"
"20200108","76","83","255","495","350","1032","361","1008","192","330","102","151"
"20200107","56","63","223","434","362","840","355","843","161","303","105","113"
"20200106","28","51","203","367","304","797","351","827","188","285","91","130"
"20200105","51","57","202","435","358","793","508","836","200","223","75","78"
"20200104","62","57","246","513","513","982","593","1015","234","287","139","133"
"20200103","61","84","286","605","454","1090","553","1181","230","362","140","141"
"20200102","66","92","284","557","470","1296","471","1167","204","372","145","135"
"20200101","24","48","203","403","351","752","387","842","206","287","131","138"
"20191231","49","67","211","443","334","901","481","930","196","306","112","126"
"20191230","36","42","174","393","271","785","409","844","148","304","87","107"
"20191229","45","64","170","366","292","745","459","789","166","259","79","106"
"20191228","61","58","195","451","411","832","513","962","203","273","99","93"
"20191227","25","57","237","466","327","975","404","970","214","377","128","122"
"20191226","31","55","216","449","315","988","406","1024","206","321","107","127"
"20191225","30","53","111","297","217","602","322","847","161","285","82","104"
"20191224","43","109","367","838","671","1781","897","2144","415","773","196","247"
"20191223","30","47","188","372","310","784","326","873","135","297","98","101"
"20191222","36","57","177","428","301","681","436","761","144","242","81","88"
"20191221","32","88","219","470","371","742","486","836","174","274","94","79"
"20191220","48","60","252","481","303","909","346","974","197","322","117","129"
"20191219","33","50","214","463","305","883","340","889","174","309","110","163"
"20191218","25","62","255","452","288","978","373","923","161","299","112","111"
"20191217","25","45","200","521","348","918","345","894","131","275","89","148"
"20191216","38","45","171","392","255","749","356","766","139","308","79","109"
"20191215","39","72","188","438","311","678","404","670","165","233","70","61"
"20191214","56","88","212","445","333","782","497","775","154","212","90","105"
"20191213","42","63","217","442","308","884","381","848","149","255","97","127"
"20191212","37","60","231","411","319","1000","334","889","178","285","123","113"
"20191211","37","73","214","423","285","940","345","849","149","265","79","109"
"20191210","43","37","211","436","293","961","354","917","158","297","118","121"
"20191209","22","26","141","389","255","781","302","747","140","282","86","93"
"20191208","50","102","219","433","281","706","396","682","146","221","97","99"
"20191207","37","107","222","437","360","841","464","839","153","212","93","96"
"20191206","30","44","267","497","333","1003","384","934","177","278","133","146"
"20191205","29","65","241","490","347","995","371","862","169","333","127","104"
"20191204","46","73","252","535","389","1103","431","1069","197","348","125","145"
"20191203","47","58","241","576","524","1290","515","1160","267","501","176","206"
"20191202","94","128","625","1727","1325","3443","1813","3447","862","1262","397","489"
"20191201","56","109","254","557","368","853","553","895","206","264","110","175"
"20191130","70","114","255","525","394","983","557","1049","197","293","128","187"
"20191129","41","123","367","969","792","1907","1177","2366","714","1044","378","500"
"20191128","42","68","208","515","378","1268","456","1083","238","397","140","195"
"20191127","50","160","470","1158","972","2558","1402","2947","807","1179","461","502"
"20191126","33","65","236","479","371","1067","385","955","186","326","102","133"
"20191125","23","47","151","511","248","749","326","862","172","324","117","136"
"20191124","59","101","221","521","333","899","481","896","155","270","90","134"
"20191123","109","160","325","842","585","1383","824","1593","294","549","156","238"
"20191122","61","108","536","1356","1009","2675","1536","2989","781","1335","391","553"
"20191121","31","49","209","554","297","998","347","1049","159","274","118","160"
"20191120","51","51","208","496","316","882","346","892","175","276","104","120"
"20191119","26","43","207","426","308","930","343","909","189","300","108","118"
"20191118","20","38","177","401","309","753","309","728","173","289","99","135"
"20191117","46","44","216","442","248","662","388","627","143","168","65","107"
"20191116","62","90","202","541","359","775","392","689","174","251","101","127"
"20191115","23","62","221","493","365","878","400","884","263","402","104","165"
"20191114","48","62","245","491","324","922","400","971","290","463","165","237"
"20191113","57","96","383","794","923","2131","1434","2807","937","1443","462","632"
"20191112","27","39","239","448","343","924","359","885","238","349","95","153"
"20191111","23","36","175","369","265","731","280","686","163","288","93","95"
"20191110","38","58","186","353","297","619","390","675","162","219","54","89"
"20191109","60","83","200","436","338","770","428","739","161","254","78","134"
"20191108","43","41","253","497","339","978","380","873","193","345","91","148"
"20191107","38","53","251","497","389","954","342","892","227","388","137","167"
"20191106","31","44","244","488","306","896","380","906","243","384","106","173"
"20191105","24","60","261","556","371","1008","365","905","242","416","85","200"
"20191104","28","31","176","414","251","658","307","778","164","312","116","133"
"20191103","50","85","180","422","325","607","387","706","145","261","126","130"
"20191102","63","89","241","560","382","808","512","849","199","335","124","147"
"20191101","46","71","300","729","500","1179","527","1189","231","460","151","269"
"20191031","60","131","547","1269","1127","2468","1465","2847","863","1381","483","697"
"20191030","59","160","647","1633","1466","2927","1858","3324","979","1550","555","644"
"20191029","18","63","238","499","316","1018","374","959","195","438","168","199"
"20191028","22","48","228","417","305","781","327","820","196","401","140","134"
"20191027","81","105","195","495","294","708","384","656","138","290","108","109"
"20191026","52","120","256","571","383","831","508","912","207","382","152","232"
"20191025","81","176","778","1769","1443","3085","1963","3318","980","1630","460","698"
"20191024","19","73","339","857","552","1394","577","1423","365","675","160","237"
"20191023","26","80","252","589","378","1008","339","898","184","370","134","154"
"20191022","22","43","295","521","311","899","321","890","216","370","101","140"
"20191021","12","39","187","374","248","669","282","697","145","272","90","98"
"20191020","42","85","157","323","322","575","313","595","153","178","50","67"
"20191019","84","111","203","394","310","681","391","701","156","214","60","108"
"20191018","23","54","211","466","305","828","338","896","181","330","101","121"
"20191017","22","50","229","436","320","814","321","762","153","303","92","120"
"20191016","20","53","201","404","283","843","267","790","187","291","89","117"
"20191015","25","42","211","448","277","917","357","833","177","315","93","108"
"20191014","12","45","171","332","232","633","292","690","166","255","105","112"
"20191013","38","73","164","397","259","596","374","636","197","205","75","114"
"20191012","47","80","224","514","386","781","497","841","204","362","147","186"
"20191011","75","246","969","2349","1770","3774","2249","3736","1012","1431","448","586"
"20191010","24","39","211","442","283","879","306","774","158","294","85","104"
"20191009","19","36","118","248","200","446","212","466","107","184","52","67"
"20191008","37","43","237","493","332","855","323","853","155","303","91","132"
"20191007","22","24","176","375","234","587","252","642","101","280","61","111"
"20191006","40","92","190","418","265","566","322","523","108","166","62","88"
"20191005","24","84","221","435","319","720","376","658","146","194","92","97"
"20191004","33","85","280","516","322","859","363","762","133","255","92","112"
"20191003","57","72","152","417","265","560","280","494","113","202","46","76"
"20191002","28","70","284","528","291","811","281","797","180","279","93","134"
"20191001","21","63","223","519","346","972","342","826","160","392","91","170"
"20190930","23","32","166","294","203","596","233","683","117","301","74","127"
"20190929","29","88","135","303","267","511","323","555","122","187","50","66"
"20190928","48","117","200","344","280","591","345","691","150","264","81","97"
"20190927","40","67","215","404","228","722","280","769","164","342","96","146"
"20190926","27","59","195","368","236","701","278","720","176","359","71","178"
"20190925","21","57","194","402","263","801","276","938","203","529","159","301"
"20190924","22","48","183","407","253","797","299","831","155","343","123","192"
"20190923","16","47","161","424","277","807","324","865","188","341","134","218"
"20190922","43","125","175","392","294","638","382","723","169","243","67","85"
"20190921","93","145","155","357","274","612","317","642","133","188","61","90"
"20190920","21","62","231","440","318","764","365","754","167","339","92","141"
"20190919","32","55","192","415","332","800","311","784","174","369","140","152"
"20190918","34","60","212","456","345","909","356","939","198","400","125","169"
"20190917","23","63","217","428","341","955","367","934","233","334","95","144"
"20190916","21","49","187","390","260","705","289","651","129","266","84","115"
"20190915","38","103","176","416","300","667","395","638","150","225","51","83"
"20190914","22","45","118","315","269","490","210","476","126","188","62","100"
"20190913","22","41","124","392","220","371","190","353","97","172","63","88"
"20190912","20","32","143","353","207","421","203","360","121","207","64","99"
"20190911","32","68","226","469","323","857","335","809","188","315","138","123"
"20190910","29","60","230","451","350","786","326","886","180","353","113","150"
"20190909","15","33","182","385","301","657","248","651","139","270","91","143"
"20190908","21","85","146","411","264","606","337","551","116","186","52","87"
